,CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco(CH3),genero(CH04),edad(CH06),cob_medica(CH08),NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind,AE_ctrol_ind_sum,adulto_equivalente,pobreza
14629,TQRMNOUYQHJNKMCDEIOAH00797366,2022,4,1,1,43,N,38,142,1,,4,2,,4,2,2,1,,1,1,2,3,2,2,2,4,4,2,0,1,2,2,2,0,2,0,2,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,70000,2,2.0,2,,2.0,2,14000.0,1,1.0,1,,1.0,1,159,1,0,98,0,0,0,1,2,43,4,2,0,1,0.77,4.36,16055.05,1
14630,TQRMNOYYYHJNKMCDEIOAH00797367,2022,4,1,1,43,N,38,167,1,,1,2,,4,2,2,1,,1,1,2,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,70000,2,2.0,2,,2.0,2,17500.0,1,1.0,1,,1.0,1,193,1,0,98,0,0,0,1,2,24,4,3,0,4,0.76,2.82,24822.7,1
14635,TQRMNOSQWHJNLUCDEIJAH00797369,2022,4,1,1,1,S,33,3265,1,,4,1,,2,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,175000,7,,6,7.0,,7,35000.0,3,,3,3.0,,4,3284,1,0,2,3,0,0,1,1,38,4,4,2,0,1.0,3.89,44987.15,1
14645,TQRMNOQRWHJMRTCDEIJAH00797373,2022,4,1,1,1,S,33,3173,1,,3,2,,2,1,1,1,,1,1,2,2,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,6,37000,1,,1,1.0,,1,5285.71,1,,1,1.0,,1,5643,1,2,3,4,5,0,1,2,41,4,4,0,4,0.77,5.35,6915.89,1
14651,TQRMNORYSHMMKRCDEIMBF00710492,2022,4,2,1,43,N,36,153,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,99000,4,4.0,4,,4.0,4,33000.0,3,3.0,3,,3.0,2,180,2,0,98,0,0,0,1,1,38,4,5,3,0,1.0,2.43,40740.74,1
14654,TQRMNOSSQHKOLSCDEHPJB00790874,2022,4,1,1,40,S,29,412,2,,1,2,,4,2,1,1,,1,2,2,3,1,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,78000,2,3.0,3,2.0,,3,39000.0,4,4.0,5,4.0,,5,462,2,0,1,0,0,0,1,1,28,2,4,3,0,1.02,1.78,43820.22,1
14655,TQRMNORVVHKOLTCDEHPJB00790832,2022,4,1,1,40,S,29,449,1,,3,1,,4,1,1,1,,1,1,1,2,1,2,2,3,2,1,1,1,2,1,2,0,1,1,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,99000,4,4.0,4,3.0,,5,24750.0,2,2.0,3,2.0,,3,471,2,0,98,0,0,0,1,1,33,4,2,1,0,1.0,3.51,28205.13,1
14656,TQRMNOSRWHKOLTCDEHPJB00790844,2022,4,1,1,40,S,29,476,2,,2,2,,4,2,2,1,,1,2,1,2,1,2,2,2,2,2,0,1,2,2,2,0,2,0,2,,2,,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,56000,2,2.0,2,2.0,,2,11200.0,1,1.0,1,1.0,,1,469,2,0,98,0,0,0,1,1,35,4,1,3,0,1.0,4.2,13333.33,1
14659,TQRMNOSVXHJMKRCDEIMBF00795597,2022,4,1,1,43,N,36,175,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,76000,2,3.0,3,,3.0,3,38000.0,4,4.0,3,,4.0,3,223,2,0,1,96,0,0,1,2,55,4,6,2,0,0.76,1.76,43181.82,1
14668,TQRMNORQQHKMMLCDEFKID00795600,2022,4,1,1,43,S,4,663,1,,3,1,,1,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,1,2,90000,3,4.0,3,3.0,,3,30000.0,3,3.0,2,3.0,,2,578,1,0,98,0,0,0,1,2,36,1,6,3,0,0.77,2.26,39823.01,1
14672,TQRMNORSVHJLKNCDEHIBB00795601,2022,4,1,1,40,N,22,263,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,9,3,6,168000,7,7.0,8,,7.0,7,18666.67,1,1.0,2,,1.0,2,425,1,2,98,0,0,0,1,2,47,1,4,3,0,0.76,7.03,23897.58,1
14678,TQRMNOPQSHKOLLCDEHPJB00790805,2022,4,1,1,40,S,29,445,1,,3,2,,4,2,1,1,,1,1,2,4,1,1,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,182000,7,8.0,8,7.0,,8,30333.33,3,3.0,4,3.0,,4,556,2,0,98,0,0,0,1,1,43,1,2,3,0,1.0,5.2,35000.0,1
14682,TQRMNOQQVHLMNUCDEIJAH00718811,2022,4,1,1,1,S,33,1326,2,,3,1,,4,1,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,1,1,2,0,2,0,2,,1,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,0,2,47000,1,,1,1.0,,1,23500.0,2,,2,2.0,,2,1701,1,2,98,0,0,0,1,2,51,4,4,0,4,0.76,1.78,26404.49,1
14683,TQTMNOSWTHLMQNCDEIJAH00719601,2022,4,1,1,1,S,33,2598,1,,2,1,,4,2,1,1,,1,1,1,2,2,2,2,2,1,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,17000,1,,1,1.0,,1,5666.67,1,,1,1.0,,1,4968,1,2,98,0,0,0,1,2,28,4,4,2,0,0.76,2.22,7657.66,1
14684,TQRMNOPTYHJLQRCDEIJAH00795720,2022,4,1,1,1,S,33,2905,1,,5,1,,2,1,1,1,,1,1,1,1,2,2,2,5,1,1,1,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,87000,3,,3,3.0,,3,29000.0,3,,2,2.0,,3,5869,2,0,1,0,0,0,1,1,29,1,5,2,0,1.02,2.24,38839.29,1
14686,TQRMNOQRRHLMKSCDEGJBF00716251,2022,4,1,1,43,S,13,708,1,,4,1,,2,1,1,1,,1,1,1,3,2,2,2,4,3,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,150000,6,6.0,6,6.0,,6,30000.0,3,3.0,2,3.0,,2,683,1,0,98,0,0,0,1,2,29,1,4,0,4,0.76,3.98,37688.44,1
14689,TQRMNOSVVHJOKMCDEGKDB00795721,2022,4,1,1,43,N,14,240,6,CASILLA DE MADERA,1,2,,6,1,2,1,,1,2,2,2,2,2,2,1,1,2,0,2,2,2,0,0,0,0,2,,2,,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,0,1,29000,1,1.0,1,,1.0,1,29000.0,3,3.0,2,,3.0,4,294,1,0,98,0,0,0,1,1,40,3,4,0,1,1.0,1.0,29000.0,1
14697,TQRMNOPQPHLMKSCDEOJAH00720371,2022,4,2,1,44,N,93,85,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,160000,6,7.0,5,,7.0,6,32000.0,3,3.0,2,,3.0,2,127,1,2,3,4,0,0,1,1,35,1,4,3,0,1.0,3.9699999999999998,40302.27,1
14699,TQRMNOSVVHKOKQCDEGOIH00789655,2022,4,1,1,40,N,18,212,1,,1,2,,1,2,2,1,,1,2,2,2,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,3,2,98000,4,4.0,4,,4.0,5,19600.0,1,1.0,2,,2.0,2,203,1,0,98,0,0,0,1,2,27,4,3,3,0,0.76,3.5300000000000002,27762.04,1
14700,TQRMNORQYHLOKSCDEGOIH00716697,2022,4,1,1,40,N,18,196,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,1,6,163500,6,7.0,8,,7.0,8,23357.14,2,2.0,3,,2.0,3,190,2,0,97,0,0,0,1,2,73,1,2,0,1,0.67,5.68,28785.21,1
14701,TQRMNOQQYHLOLQCDEGIBJ00715983,2022,4,1,1,41,N,12,347,2,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,5,0,5,77000,2,3.0,3,,3.0,3,15400.0,1,1.0,1,,1.0,1,357,2,1,3,4,0,0,1,1,65,1,5,0,1,0.83,4.2299999999999995,18203.31,1
14702,TQRMNOPTPHMOLPCDEGIBJ00714028,2022,4,1,1,41,N,12,270,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,2,2,2,0,0,0,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,82500,3,3.0,4,,3.0,3,20625.0,2,2.0,2,,2.0,2,262,1,2,98,0,0,0,1,1,63,4,3,2,0,0.83,3.54,23305.08,1
14703,TQRMNORYVHMNLQCDEGIBJ00713072,2022,4,1,1,41,N,12,317,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,3,140000,6,6.0,7,,6.0,7,35000.0,3,3.0,5,,4.0,5,348,1,2,3,0,0,0,1,1,66,1,2,2,0,0.83,2.87,48780.49,1
14704,TQRMNOSWUHKOLOCDEGIBJ00788771,2022,4,1,1,41,N,12,210,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,2,1,2,2,0,2,0,3,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,70000,2,2.0,3,,2.0,3,35000.0,3,3.0,5,,4.0,5,218,2,0,1,0,0,0,1,1,58,1,4,0,1,1.0,1.76,39772.73,1
14705,TQRMNOSWVHKOLOCDEGIBJ00788772,2022,4,1,1,41,N,12,385,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,100800,4,4.0,5,,4.0,5,33600.0,3,3.0,5,,4.0,5,359,1,0,98,0,0,0,1,2,36,1,4,2,0,0.77,2.3,43826.09,1
14715,TQRMNORVXHMMLMCDEOHCH00713874,2022,4,1,1,44,N,91,145,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,15000,1,1.0,1,,1.0,1,7500.0,1,1.0,1,,1.0,1,150,1,0,98,0,0,0,1,2,44,1,4,3,0,0.77,1.53,9803.92,1
14717,TQRMNOPWXHMOLLCDEFOCD00715571,2022,4,1,1,41,N,8,275,1,,2,2,,4,2,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,100000,4,4.0,5,,4.0,6,33333.33,3,3.0,4,,4.0,5,302,1,0,98,0,0,0,1,1,38,1,5,3,0,1.0,2.79,35842.29,1
14718,TQRMNOPWYHMOLLCDEFOCD00713875,2022,4,1,1,41,N,8,327,1,,5,2,,4,2,1,1,,1,1,1,1,2,2,2,5,4,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,7,1,6,120000,5,5.0,6,,5.0,7,17142.86,1,1.0,2,,1.0,2,407,2,4,5,0,0,0,1,1,63,4,2,3,0,0.83,5.44,22058.82,1
14719,TQRMNOPWRHLNLLCDEFOCD00715574,2022,4,1,1,41,N,8,211,1,,4,1,,4,1,1,1,,1,1,1,2,2,2,2,4,4,2,0,1,1,2,2,0,2,0,2,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,7,198000,7,8.0,9,,8.0,9,24750.0,2,2.0,3,,2.0,4,199,2,6,98,0,0,0,1,1,63,4,2,0,7,0.83,6.49,30508.47,1
14720,TQRMNOQRVHKOLPCDEFOCD00788392,2022,4,1,1,41,N,8,313,1,,2,3,,4,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,2,2,2,0,0,0,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,7,0,7,49000,1,1.0,2,,1.0,2,7000.0,1,1.0,1,,1.0,1,390,1,0,6,0,0,0,1,2,41,4,3,3,0,0.77,6.11,8019.64,1
14731,TQRMNORVSHLOLPCDEHLEH00717408,2022,4,1,1,40,N,25,126,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,1,4,126800,5,5.0,6,,6.0,6,25360.0,2,2.0,3,,2.0,3,136,1,0,98,0,0,0,1,2,35,1,3,3,0,0.77,4.23,29976.36,1
14732,TQRMNORVUHJOLQCDEHLEH00795953,2022,4,1,1,40,N,25,143,1,,5,1,,2,1,1,1,,1,1,1,1,2,2,2,5,4,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,0,6,171000,7,7.0,8,,7.0,8,28500.0,2,3.0,4,,3.0,3,194,2,4,3,0,0,0,1,1,58,1,5,3,0,1.0,5.32,32142.86,1
14735,TQRMNORWQHKMLQCDEHLEH00790402,2022,4,1,1,40,N,25,142,2,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,1,2,0,2,0,6,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,53200,2,2.0,2,,2.0,2,13300.0,1,1.0,1,,1.0,1,148,2,0,1,0,0,0,1,1,22,3,2,3,0,1.02,2.97,17912.46,1
14739,TQRMNOQWXHJOKNCDEGGFB00795955,2022,4,1,1,42,S,10,534,1,,3,1,,1,2,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,3,103000,4,4.0,4,4.0,,4,25750.0,2,2.0,2,2.0,,2,645,2,0,98,0,0,0,1,2,64,3,2,2,0,0.67,3.12,33012.82,1
14740,TQRMNOQYVHMOKPCDEGGFB00712429,2022,4,2,1,42,S,10,575,1,,1,2,,1,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,33000,1,1.0,1,1.0,,1,33000.0,3,3.0,3,3.0,,3,500,1,0,98,0,0,0,1,1,49,3,2,0,1,1.0,1.0,33000.0,1
14741,TQRMNOSRWHJNKPCDEGGFB00795956,2022,4,2,1,42,S,10,835,1,,3,1,,5,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,2,4,151500,6,7.0,6,6.0,,7,25250.0,2,2.0,2,2.0,,2,1108,2,0,4,3,0,0,1,1,24,4,2,3,0,1.02,4.84,31301.65,1
14744,TQRMNORQTHMMKQCDEGGFB00712894,2022,4,1,1,42,S,10,458,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,7,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,0,3,70000,2,2.0,2,2.0,,2,23333.33,2,2.0,2,2.0,,2,662,1,0,2,0,0,0,1,2,47,4,4,3,0,0.76,2.52,27777.78,1
14747,TQRMNOPWPHLNKPCDEIOAH00720127,2022,4,1,1,43,N,38,132,2,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,85000,3,3.0,3,,3.0,3,21250.0,2,2.0,1,,2.0,2,173,1,2,98,0,0,0,1,1,65,1,2,0,1,0.83,2.9,29310.34,1
14757,TQRMNOPUQHKOKQCDEIMBF00792606,2022,4,1,1,43,N,36,156,2,,2,1,,9,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,98000,4,4.0,4,,4.0,4,32666.67,3,3.0,3,,3.0,2,169,1,0,98,0,0,0,1,2,42,4,1,3,0,0.77,2.25,43555.56,1
14759,TQRMNOQWYHMMKTCDEIMBF00712832,2022,4,1,1,43,N,36,139,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,65000,2,2.0,2,,2.0,2,32500.0,3,3.0,3,,3.0,2,181,1,2,98,0,0,0,1,1,59,4,1,2,0,1.0,1.76,36931.82,1
14763,TQRMNOQRVHKKLNCDEGJBF00788937,2022,4,1,1,43,S,13,1244,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,0,1,21000,1,1.0,1,1.0,,1,21000.0,2,2.0,1,2.0,,1,1301,1,0,98,0,0,0,1,1,35,2,6,3,0,1.0,1.0,21000.0,1
14764,TQRMNOQWTHMKLQCDEGJBF00712862,2022,4,1,1,43,S,13,1209,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,0,1,20000,1,1.0,1,1.0,,1,20000.0,2,2.0,1,1.0,,1,1208,1,0,98,0,0,0,1,2,43,4,5,3,0,0.77,0.77,25974.03,1
14771,TQRMNORXYHJLNNCDEIIAD00796076,2022,4,1,1,1,S,32,2300,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,77000,2,,2,2.0,,1,38500.0,4,,4,4.0,,2,3208,1,0,98,0,0,0,1,1,64,1,4,0,4,0.83,1.85,41621.62,1
14778,TQRMNORSYHLNKTCDEFPCH00776924,2022,4,2,1,44,N,9,298,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,65000,2,2.0,1,,2.0,1,32500.0,3,3.0,2,,3.0,2,318,1,2,98,0,0,0,1,1,48,4,2,2,0,1.0,2.0,32500.0,1
14780,TQRMNOPXRHKNLMCDEFPCH00788433,2022,4,1,1,44,N,9,159,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,8,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,0,5,133000,5,6.0,4,,6.0,3,26600.0,2,2.0,1,,3.0,1,160,1,0,98,0,0,0,1,2,56,1,2,0,1,0.76,3.9699999999999998,33501.26,1
14782,TQRMNOPRUHLMLNCDEHPJB00717776,2022,4,1,1,40,S,29,383,2,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,1,,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,80000,3,3.0,3,2.0,,3,26666.67,2,2.0,3,2.0,,3,432,2,0,98,0,0,0,1,1,33,1,3,3,0,1.0,2.46,32520.33,1
14785,TQSMNOPQXHMOLSCDEHPJB00712543,2022,4,2,1,40,S,29,335,2,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,147000,6,6.0,7,6.0,,7,36750.0,3,4.0,5,3.0,,5,364,1,0,2,0,0,0,1,2,39,1,4,3,0,0.77,3.5700000000000003,41176.47,1
14788,TQRMNORXUHLMNQCDEIJAH00719417,2022,4,1,1,1,S,33,1712,1,,4,1,,4,1,1,2,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,4,1,3,70000,2,,2,2.0,,2,17500.0,1,,1,1.0,,1,1436,1,0,98,0,0,0,1,2,47,1,4,0,4,0.76,3.0,23333.33,1
14792,TQRMNOSRQHKMPSCDEIJAH00792211,2022,4,1,1,1,S,33,2296,2,,3,2,,3,2,1,1,,1,1,2,3,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,1,3,112000,4,,4,4.0,,4,28000.0,2,,2,2.0,,3,3996,2,0,1,0,0,0,1,1,46,4,3,3,0,1.0,3.05,36721.31,1
14793,TQRMNOQYPHMOQNCDEIJAH00791791,2022,4,1,1,1,S,33,4450,1,,2,2,,4,2,1,1,,1,1,1,3,2,1,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,5,1,4,47000,1,,1,1.0,,1,9400.0,1,,1,1.0,,1,7387,1,0,98,0,0,0,1,2,37,4,4,2,0,0.77,3.99,11779.45,1
14795,TQRMNOQPVHLOKMCDEGOIH00716780,2022,4,1,1,40,N,18,209,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,5,2,3,150000,6,6.0,7,,7.0,8,30000.0,3,3.0,4,,3.0,4,207,2,0,3,0,0,0,1,1,42,1,3,2,0,1.0,3.71,40431.27,1
14797,TQRMNORVUHKOKMCDEGOIH00789645,2022,4,1,1,40,N,18,299,1,,5,1,,4,2,1,1,,1,1,2,2,2,2,2,5,4,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,1,7,325000,9,10.0,10,,10.0,10,40625.0,4,4.0,6,,5.0,6,302,2,7,5,0,0,0,1,1,66,1,6,1,0,0.83,6.81,47723.94,1
14798,TQRMNOSXPHKOKMCDEGOIH00789652,2022,4,1,1,40,N,18,275,1,,1,1,,4,2,1,1,,1,1,1,2,2,2,2,1,1,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,75000,2,3.0,3,,3.0,3,25000.0,2,2.0,3,,2.0,3,280,1,0,98,0,0,0,1,2,27,4,5,3,0,0.76,2.38,31512.61,1
14802,TQRMNOQVTHKMRLCDEIJAH00791766,2022,4,1,1,1,S,33,836,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,3,135000,5,,5,5.0,,5,33750.0,3,,3,3.0,,3,1003,2,0,3,4,0,0,1,1,39,4,2,3,0,1.0,3.35,40298.51,1
14804,TQRMNOSWVHJOSQCDEIJAH00796314,2022,4,1,1,1,S,33,3476,1,,2,1,,1,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,0,3,111000,4,,4,4.0,,4,37000.0,3,,3,3.0,,4,6487,1,0,98,0,0,0,1,2,48,4,3,0,4,0.76,2.54,43700.79,1
14809,TQRMNOSYSHKOTNCDEIJAH00796315,2022,4,1,1,1,S,33,4016,1,,3,1,,2,1,1,2,,1,1,2,2,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,0,4,171000,7,,6,7.0,,7,42750.0,4,,4,4.0,,5,8237,1,0,2,0,0,0,1,2,45,1,6,3,0,0.77,3.64,46978.02,1
